1023639302 77300087 24000307
1023844412 77505197 24000340
1023844511 77505296 24019540
1023848462 77509247 24000340
1025045271 78706056 24000337
1025048127 78708912 23981137
1025060017 78720802 24000337
1025997162 79657947 23981137
1025997226 79658011 24000337
1026509017 80169802 24000336
1027383722 81044507 23981136
1027383772 81044557 24000336
1028401577 82062362 23981136
1028401607 82062392 24000336
1031076479 84737264 24000334
1032807663 86468448 24000336
1034106949 87767734 24000334
1034460596 88121381 24000333
1035235585 88896370 24000337
1036522873 90183658 24000334
1037062367 90723152 24000333
1037493154 91153939 24000330
1037948860 91609645 24000336
1038123674 91784459 24000330
1038442061 92102846 24000336
1038535692 92196477 24000330
1039016416 92677201 24000332
1039135018 92795803 24000334
1039484638 93145423 24000336
1039971546 93632331 24000331
1040192718 93853503 24000336
1040367503 94028288 24000338
1040542278 94203063 24000331
1040704638 94365423 24000330
1040935639 94596424 24000333
1041110479 94771264 24000331
1041291438 94952223 24000334
1041528679 95189464 24000331
1041703578 95364363 24000334
1042040718 95701503 24000325
1042052744 95713529 24000333
1042371379 96032164 24000335
1042552459 96213244 24000336
1042802118 96462903 24000332
1042976898 96637683 24000336
1043313979 96974764 24000333
1043563699 97224484 24000335
1043738418 97399203 24000337
1043975598 97636383 24000332
1044319038 97979823 24000337
1044493818 98154603 24000338
1044690717 98351502 24000333
1045099158 98759943 24000336
1045441786 99102571 24049484
1045446568 99107353 24000336
1045570879 99231664 24000333
1045745654 99406439 24000337
1045932908 99593693 24000333
1046107689 99768474 24000337
1046351124 100011909 24000334
1046525899 100186684 24000332
1046869206 100529991 24000335
1047068923 100729708 24000338
1047262446 100923231 24000331
1047437216 101098001 24000338
1047611984 101272769 24000332
1047786753 101447538 24000337
1048173713 101834498 24000334
1048348491 102009276 24000337
1048541986 102202771 24000333
1048722995 102383780 24000337
1048940879 102601664 24000339
1048941441 102602226 24000338
1049128690 102789475 24000333
1049306178 102966963 24000332
1049487078 103147863 24000336
1049727871 103388656 24000332
1049977529 103638314 24000335
1050158528 103819313 24000332
1050345740 104006525 24000336
1050576682 104237467 24000332
1050770138 104430923 24000337
1051075979 104736764 24000333
1051394285 105055070 24000336
1051488463 105149248 15611728
1051488464 105149249 24000336
1051681365 105342150 24000334
1051874813 105535598 24000338
1052068316 105729101 24000341
1052249298 105910083 24000334
1052461454 106122239 24000339
1052636188 106296973 24000342
1052829685 106490470 24000334
1053041875 106702660 24000338
1053204135 106864920 24000343
1053347668 107008453 24000339
1053534883 107195668 24000334
1053709620 107370405 24000333
1053884353 107545138 24000338
1054071542 107732327 24000335
1054408520 108069305 24000338
1054714345 108375130 24000334
1054901552 108562337 24000332
1055126208 108786993 24000338
1055313420 108974205 24000339
1055556787 109217572 24000335
1055750233 109411018 24000339
1055924950 109585735 24000333
1056105909 109766694 24000332
1056480357 110141142 24000339
1056655081 110315866 24000337
1056854740 110515525 24000338
1057035691 110696476 24000339
1057360192 111020977 24000334
1057566142 111226927 24000338
1057749858 111410643 24000335
1058246310 111907095 24000337
1058751749 112412534 24000335
1058932702 112593487 24000339
1059113658 112774443 24000334
1059325792 112986577 24000333
1059513010 113173795 24000332
1059693961 113354746 24000335
1060274268 113935053 24000337
1060455215 114116000 24000333
1060642405 114303190 24000338
1060891997 114552782 24000333
1061129110 114789895 24000336
1061366216 115027001 24000333
1061572122 115232907 24000336
1061784262 115445047 24000338
1061977688 115638473 24000334
1062164874 115825659 24000337
1062445630 116106415 24000335
1062626598 116287383 24000339
1062801310 116462095 24000334
1062976015 116636800 24000333
1063156952 116817737 24000338
1063493878 117154663 24000335
1063681060 117341845 24000333
1063868212 117528997 24000338
1064073549 117734334 24000339
1064317460 117978245 24000336
1064504638 118165423 24000334
1064679333 118340118 24000332
1064885198 118545983 24000336
1064978786 118639571 24000330
1065215878 118876663 24000334
1065390561 119051346 24000338
1065652598 119313383 24000335
1065827297 119488082 24000333
1066083103 119743888 24000335
1066326412 119987197 24000337
1066582207 120242992 24000334
1066763150 120423935 24000333
1066944085 120604870 24000336
1067131237 120792022 24000333
1067312156 120972941 24000331
1067499289 121160074 24000330
1067686446 121347231 24000333
1067886102 121546887 24000336
1068123156 121783941 24000337
1068310305 121971090 24000332
1068491218 122152003 24000331
1068672121 122332906 24000337
1068890461 122551246 24000333
1069639006 123299791 24000335
1069819909 123480694 24000328
1069838618 123499403 24000332
